OBJECTID,abiebals_FS,abiebals_NHP,fagugran_FS,fagugran_NHP,fraxamer_FS,fraxamer_NHP,fraxnigr_FS,fraxnigr_NHP,fraxpenni_FS,fraxpenni_NHP,pinustro_FS,pinustro_NHP,querrubr_FS,querrubr_NHP,tsugcana_FS,tsugcana_NHP
395,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
396,1,0,3,1,4,0,1,0,1,0,1,0,1,0,1,0
397,1,0,4,1,1,0,3,0,1,0,1,0,1,0,1,0
398,1,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0
399,1,0,5,1,2,0,1,0,1,0,1,0,1,0,1,0
400,1,0,2,1,2,0,1,0,1,0,1,0,1,0,1,0
401,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1,1
402,2,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
403,2,0,1,1,1,0,1,0,1,0,1,0,2,0,3,1
404,1,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0
405,1,0,3,1,3,0,1,0,1,0,2,0,1,0,2,0
406,3,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
407,1,0,1,1,2,0,1,0,1,0,4,0,1,0,3,1
408,1,0,2,1,2,0,1,0,1,0,1,0,1,0,2,0
409,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
410,2,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
411,1,0,2,1,3,0,1,0,1,0,1,0,2,0,1,0
412,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
413,3,0,1,1,1,0,1,0,1,0,1,0,1,0,3,1
414,1,0,3,1,2,1,1,0,1,0,1,0,1,0,1,0
415,2,0,1,1,1,1,3,0,1,0,1,1,1,1,1,1
416,1,0,3,1,3,1,1,0,1,0,1,0,1,0,3,1
417,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
418,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
419,1,0,4,1,2,0,1,0,1,0,1,0,1,0,1,0
420,1,0,1,1,1,1,1,0,1,0,1,0,2,0,2,0
421,1,0,4,1,1,1,1,0,1,0,1,0,1,0,1,0
422,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
423,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
424,1,0,2,1,2,0,1,0,1,0,2,0,1,0,2,0
425,1,0,3,1,3,0,1,0,1,0,1,0,1,0,1,0
426,1,1,1,0,1,0,1,1,1,0,2,1,2,0,1,1
427,3,1,1,0,1,0,1,0,1,0,2,1,1,0,2,0
428,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0
429,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
430,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0
431,1,0,2,1,2,0,1,0,1,0,1,0,1,0,1,0
432,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
433,1,0,2,1,2,1,1,0,1,0,2,1,2,0,2,1
434,1,0,4,1,1,0,1,0,1,0,1,0,1,0,2,1
435,1,0,4,1,1,0,1,0,1,0,1,0,1,0,3,1
436,1,1,1,1,2,1,1,1,4,0,1,0,1,0,1,0
437,1,0,3,1,3,0,1,0,1,0,1,0,1,0,1,0
438,1,0,2,1,1,0,1,0,1,0,1,0,1,0,2,0
439,1,0,3,1,3,0,3,0,2,0,1,0,1,1,1,0
440,2,0,1,0,2,0,1,0,1,0,1,0,1,0,2,1
441,2,1,1,0,1,0,2,1,1,0,1,0,1,0,1,0
442,2,1,1,0,1,0,1,0,1,0,1,0,1,0,2,0
443,3,1,1,0,1,0,1,0,1,0,1,1,1,0,2,1
444,1,0,1,1,1,0,1,0,1,0,1,0,1,0,3,1
445,2,0,1,0,2,0,1,0,1,0,3,0,1,0,2,0
446,1,0,1,1,1,1,1,0,1,0,1,0,1,0,3,0
447,2,0,3,1,1,1,2,0,1,0,1,0,1,1,1,1
448,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
449,1,0,1,1,1,0,1,0,1,0,1,0,2,0,4,0
450,1,0,5,1,2,0,1,0,1,0,1,0,1,0,1,1
451,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
452,1,0,2,1,3,0,1,0,1,0,1,0,2,0,1,0
453,1,0,2,1,3,0,1,0,1,0,2,0,1,0,2,0
454,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
455,1,0,2,0,2,0,5,0,1,0,1,0,1,0,1,0
456,1,0,3,1,2,1,1,0,1,0,1,0,1,0,3,0
457,1,0,4,1,2,0,1,0,1,0,1,0,1,0,1,0
458,4,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
459,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
460,1,0,3,0,2,0,1,0,1,0,1,0,1,0,3,0
461,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
462,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
463,2,0,2,1,1,0,1,0,1,0,2,0,1,0,1,0
464,1,0,3,1,4,0,1,0,1,0,1,0,1,0,1,0
465,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0
466,2,0,2,1,1,1,1,0,1,0,2,0,1,0,1,1
467,2,0,1,0,1,0,1,0,1,0,2,0,1,0,2,0
468,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
469,2,1,3,0,1,0,2,0,1,0,1,1,1,0,2,0
470,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0
471,4,1,1,0,1,0,1,0,1,0,1,1,1,0,2,0
472,1,0,4,1,1,0,1,0,1,0,1,0,1,0,2,0
473,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,1
474,1,1,2,1,4,0,1,0,1,0,2,0,1,0,1,1
475,1,0,3,1,1,0,1,0,1,0,1,0,1,0,3,0
476,2,1,1,0,2,0,1,1,1,0,2,1,1,0,2,1
477,1,0,2,1,2,0,3,0,2,0,1,0,1,0,1,0
478,1,0,2,1,2,0,5,0,1,0,1,0,1,0,1,0
479,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
480,1,0,5,1,1,0,1,0,1,0,1,0,1,0,1,0
481,1,1,1,1,2,0,1,0,1,0,2,0,2,0,1,1
482,2,0,1,0,3,0,1,0,1,0,3,0,1,0,1,1
483,1,0,3,0,1,0,1,0,1,0,1,0,2,0,1,1
484,1,0,5,1,1,0,1,0,1,0,1,0,1,0,1,0
485,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
486,1,1,4,1,2,1,1,1,1,0,1,1,1,0,2,1
487,1,0,3,1,4,0,1,0,1,0,1,0,1,0,1,0
488,2,1,1,0,1,0,2,0,1,0,1,1,1,0,1,1
489,1,0,4,1,1,0,1,0,1,0,1,0,1,0,2,0
490,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0
491,3,0,1,0,1,0,1,0,1,0,3,0,1,0,3,1
492,2,1,1,1,2,1,1,1,1,0,2,1,1,1,2,1
493,1,0,5,1,1,0,1,0,1,0,1,0,1,0,1,1
494,2,1,3,1,1,1,1,1,1,0,1,0,1,0,1,1
495,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
496,2,0,2,0,1,0,1,0,1,0,2,0,1,0,3,1
497,1,0,4,1,3,1,3,0,1,0,1,0,1,0,1,0
498,1,0,2,1,1,1,1,0,1,0,1,0,1,0,3,0
499,1,0,4,1,1,1,1,0,1,0,1,0,1,0,1,0
500,1,0,3,1,1,1,1,0,1,0,1,0,1,0,3,0
501,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
502,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
503,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,1
504,3,0,1,1,1,0,1,0,1,0,3,0,1,0,1,1
505,1,0,1,1,3,0,1,0,1,0,1,0,2,0,1,0
506,1,0,2,1,2,0,1,0,1,0,1,0,1,0,2,0
507,2,0,2,0,1,0,1,1,1,0,1,0,1,0,1,0
508,2,0,1,0,2,0,1,0,1,0,2,0,1,0,3,0
509,2,1,2,1,2,1,1,0,1,0,1,0,1,0,3,1
510,1,0,5,1,1,0,1,0,1,0,1,0,1,0,1,0
511,1,0,3,1,1,0,1,0,1,0,1,0,1,0,2,0
512,1,1,5,1,1,1,1,0,1,0,1,0,1,0,1,1
513,2,1,3,1,1,1,1,1,1,0,2,0,1,0,1,1
514,1,0,2,1,2,1,5,0,1,0,1,0,1,0,1,1
515,3,1,1,0,1,0,1,1,1,0,3,1,1,0,3,1
516,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,1
517,1,1,5,0,1,0,1,0,1,0,1,0,1,0,1,0
518,2,0,3,0,1,0,1,0,1,0,2,0,1,0,1,0
519,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
520,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
521,1,0,2,0,1,1,1,1,1,0,1,0,3,0,1,1
522,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
523,1,1,4,1,1,1,1,1,1,0,1,0,1,0,1,1
524,2,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0
525,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
526,1,0,3,0,2,0,1,0,1,0,1,0,2,0,1,0
527,2,1,1,1,1,1,1,1,1,0,1,0,1,0,4,1
528,1,0,4,1,1,1,1,0,1,0,1,0,1,0,1,0
529,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
530,1,0,2,1,2,0,5,0,1,0,1,0,1,0,1,0
531,2,0,2,0,1,0,1,0,1,0,1,0,1,0,3,1
532,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
533,1,0,2,0,1,1,1,0,1,0,1,0,1,0,2,1
534,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0
535,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
536,1,1,5,1,2,1,1,1,1,0,1,1,1,1,1,1
537,5,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
538,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
539,1,0,1,1,2,1,1,0,1,0,1,0,3,0,1,1
540,1,0,5,1,2,0,1,0,1,0,1,0,1,0,1,0
541,1,0,3,1,2,1,1,0,1,0,2,0,1,0,3,0
542,1,0,3,1,1,0,1,0,1,0,1,0,1,0,2,0
543,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
544,3,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
545,1,0,4,1,1,1,1,0,1,0,1,0,1,0,1,1
546,4,1,1,0,1,0,1,1,1,0,4,1,1,0,1,0
547,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
548,2,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
549,5,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
550,1,0,4,1,1,1,1,0,1,0,1,1,1,0,1,1
551,3,1,1,0,1,0,1,0,1,0,2,0,1,0,3,0
552,1,0,1,1,2,1,1,0,1,0,3,0,1,1,2,1
553,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
554,1,1,2,0,4,0,1,0,1,0,1,0,1,0,2,0
555,2,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1
556,4,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1
557,4,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
558,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0
559,1,1,4,1,1,0,3,1,1,0,1,0,1,0,2,1
560,1,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0
561,1,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0
562,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
563,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,1
564,1,0,5,0,2,0,1,0,1,0,1,0,1,0,1,0
565,3,0,1,1,1,0,1,0,1,0,3,0,1,0,3,1
566,4,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
567,5,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
568,1,0,5,1,1,0,1,0,1,0,1,0,1,0,1,0
569,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
570,3,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1
571,3,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1
572,1,0,1,0,2,0,1,0,1,0,4,0,2,0,3,0
573,1,0,4,0,1,0,1,0,1,0,1,0,2,0,2,0
574,1,1,4,1,1,1,1,0,1,0,1,0,2,0,1,1
575,4,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
576,3,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0
577,1,0,3,0,2,1,1,1,1,0,1,0,1,0,1,1
578,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0
579,1,0,4,1,1,1,1,0,1,0,1,0,2,0,1,1
580,1,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0
581,1,0,4,1,1,1,1,0,1,0,1,0,1,0,1,0
582,1,1,4,1,1,0,1,0,1,0,1,0,1,0,1,1
583,4,1,2,0,1,0,1,0,1,0,1,1,1,1,1,0
584,1,0,2,0,1,0,1,1,1,0,1,0,1,0,1,0
585,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
586,2,0,1,0,1,0,1,0,1,0,4,0,2,0,2,1
587,4,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1
588,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
589,1,0,2,1,4,0,1,0,1,0,1,0,1,0,2,0
590,2,0,1,1,2,0,1,0,1,0,1,0,1,0,1,0
591,1,0,3,1,2,1,1,0,1,0,1,0,3,0,2,0
592,1,0,4,1,1,1,1,0,1,0,1,0,1,0,1,0
593,3,0,1,1,1,0,1,0,1,0,2,0,1,0,3,0
594,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
595,4,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
596,3,0,1,1,1,1,1,0,1,0,1,0,1,0,2,1
597,1,0,5,0,2,1,1,0,1,0,1,0,1,0,1,1
598,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,1
599,5,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0
600,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
601,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
602,1,0,2,1,4,0,1,0,1,0,1,0,1,0,2,0
603,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,1
604,2,0,2,1,1,0,1,0,1,0,1,0,1,0,2,0
605,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
606,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
607,1,0,3,1,3,1,1,0,1,0,3,0,1,0,3,1
608,2,0,2,1,1,0,1,0,1,0,2,1,1,1,2,1
609,1,0,1,0,1,0,1,0,1,0,4,0,2,0,2,0
610,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0
611,1,0,1,1,1,1,1,0,1,0,4,1,2,1,4,1
612,2,0,1,1,1,1,1,0,1,0,4,1,1,1,3,1
613,1,0,3,1,3,1,1,0,1,0,2,1,2,1,2,1
614,1,0,3,1,1,0,1,1,1,0,1,0,1,0,3,0
615,1,0,2,1,1,1,1,1,1,0,1,0,1,0,2,1
616,1,0,2,1,2,1,1,0,1,0,1,0,1,0,1,0
617,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1
618,1,0,3,0,1,0,1,1,1,0,1,0,1,0,1,1
619,1,0,1,0,4,1,1,0,1,0,3,1,3,1,2,0
620,1,0,2,0,1,1,1,0,1,0,3,1,2,1,3,1
621,2,0,1,0,1,1,1,0,1,0,4,0,1,0,3,1
622,1,0,2,1,1,1,1,0,1,0,1,0,2,0,3,0
623,4,1,2,0,1,0,1,1,1,0,1,0,1,0,1,0
624,1,0,3,1,4,1,1,0,1,0,1,0,1,1,2,0
625,2,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0
626,1,0,2,1,3,1,1,0,1,0,2,0,2,0,2,0
627,1,0,3,1,2,1,1,0,1,0,1,0,1,0,2,1
628,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
629,1,0,3,1,2,1,1,0,1,0,1,1,2,1,3,1
630,2,0,1,1,1,1,1,0,1,0,2,0,1,1,2,1
631,3,0,1,1,1,1,1,0,1,0,3,1,1,1,3,1
632,1,0,2,1,3,1,1,0,1,0,2,1,4,1,1,1
633,1,0,3,0,4,1,1,0,1,0,1,0,3,0,1,1
634,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0
635,2,0,1,1,4,1,1,1,1,0,3,0,1,1,1,1
636,1,0,4,1,1,1,1,1,1,0,1,0,1,0,1,0
637,1,0,1,1,1,1,2,0,1,0,1,1,1,1,2,1
638,1,0,2,1,2,1,1,0,1,0,2,0,5,1,5,1
639,2,0,3,1,1,1,1,0,1,0,1,1,3,1,1,1
640,2,0,1,1,2,1,1,0,1,0,2,0,1,0,3,1
641,1,0,1,1,1,1,1,0,1,0,4,1,2,1,4,1
642,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
643,3,0,1,1,1,1,1,0,1,0,1,1,3,0,3,1
644,2,1,1,0,1,1,1,0,1,0,2,1,1,0,2,1
645,1,0,3,1,4,1,1,0,1,0,1,0,1,0,1,0
646,1,0,2,1,4,1,1,0,1,0,1,0,1,1,3,0
647,1,0,3,0,2,0,1,0,1,0,1,0,1,0,3,0
648,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
649,2,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
650,1,0,1,1,1,0,1,1,1,0,1,0,1,0,2,0
651,2,0,1,1,1,0,1,0,1,0,3,0,1,0,4,1
652,1,0,1,1,3,0,1,0,1,0,3,0,1,0,3,0
653,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
654,2,1,1,1,2,0,1,0,1,0,2,1,1,0,1,1
655,2,0,1,0,2,0,2,0,1,0,4,0,2,0,2,0
656,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
657,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
658,1,0,4,1,1,0,1,0,1,0,1,1,1,0,1,0
659,2,1,1,0,1,0,1,0,1,0,1,0,1,0,5,0
660,2,0,1,1,2,0,1,0,1,0,2,0,1,0,4,1
661,1,0,1,1,2,0,1,0,1,0,1,0,1,0,1,0
662,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
663,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
664,1,0,2,0,4,1,1,0,1,0,1,0,1,0,1,0
665,1,0,4,1,1,0,1,0,1,0,1,0,1,0,3,0
666,2,0,2,1,1,0,1,0,1,0,2,0,2,0,3,1
667,2,0,1,0,2,0,2,1,1,0,1,0,1,0,3,0
668,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
669,1,0,3,1,1,0,1,0,1,0,2,0,1,1,1,0
670,1,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0
671,1,0,2,1,3,0,1,0,1,0,2,0,2,0,1,0
672,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0
673,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
674,1,0,3,1,2,1,1,0,1,0,1,0,1,0,1,1
675,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
676,1,0,2,1,5,0,1,0,1,0,1,0,1,0,1,0
677,1,1,2,0,1,0,1,1,1,0,1,1,1,0,3,0
678,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0
679,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
680,1,0,3,1,2,1,1,0,1,0,1,0,1,0,1,0
681,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
682,2,0,1,1,2,1,1,0,1,0,3,0,1,0,1,0
683,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1
684,3,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0
685,2,1,1,0,1,0,2,1,1,0,1,1,1,0,1,0
686,3,1,1,0,1,0,1,1,1,0,3,1,1,0,1,1
687,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
688,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
689,1,1,3,0,1,0,1,0,1,0,2,1,1,0,3,1
690,4,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
691,1,0,5,1,2,1,1,0,1,0,1,0,1,0,1,0
692,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
693,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1
694,3,1,1,0,1,0,2,0,1,0,1,0,1,0,1,1
695,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0
696,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,1
697,2,1,1,0,1,0,1,0,1,0,2,1,1,0,1,1
698,3,1,1,0,1,0,1,1,1,0,3,1,1,0,1,0
699,3,,1,,1,,1,,1,,1,,1,,2,
700,1,0,1,0,2,0,1,0,1,0,2,0,1,0,1,0
701,3,1,1,0,1,0,1,1,1,0,5,1,1,0,1,1
702,1,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0
703,1,1,1,0,1,0,2,1,1,0,1,1,1,0,1,0
704,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
705,2,1,1,1,1,0,1,0,1,0,1,1,1,1,2,1
706,1,0,2,1,1,0,1,0,1,0,2,0,1,0,1,0
707,2,0,2,1,1,0,1,0,1,0,1,0,1,0,1,1
708,1,1,1,1,1,0,2,1,1,1,1,1,1,0,1,1
709,2,0,1,1,2,0,1,0,1,0,2,0,1,0,3,0
710,1,0,2,1,4,0,1,0,1,0,1,0,1,0,2,0
711,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0
712,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1
713,2,1,1,0,2,0,1,0,1,0,4,1,2,0,3,1
714,2,0,2,1,1,0,1,0,1,0,1,0,1,0,3,1
715,3,1,1,0,1,0,1,1,1,0,2,0,1,0,1,0
716,1,1,2,0,2,0,1,1,1,1,1,1,1,0,3,0
717,2,0,1,1,1,1,1,0,1,0,1,0,1,0,2,1
718,4,0,1,0,1,0,1,1,1,0,2,1,1,0,1,0
719,1,0,3,0,4,0,1,0,1,0,1,1,1,0,1,0
720,4,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
721,2,1,1,0,2,0,2,0,1,0,4,1,2,0,2,1
722,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0
723,2,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
724,1,0,3,1,1,0,3,0,1,0,1,0,1,0,2,0
725,3,0,1,1,1,1,1,0,1,0,1,0,1,0,4,0
726,3,1,1,0,1,0,1,1,1,0,1,0,1,0,3,1
727,1,0,2,1,4,0,1,0,1,0,1,0,1,0,1,1
728,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
729,4,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
730,3,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
731,3,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0
732,1,1,5,0,2,0,1,0,1,0,1,1,1,0,1,0
733,2,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
734,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
735,1,0,4,1,1,0,1,0,1,0,1,0,1,0,2,0
736,2,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0
737,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
738,2,1,1,0,3,0,1,0,1,0,2,0,1,0,1,0
739,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
740,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,1
741,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,0
742,1,0,2,1,1,1,1,0,1,0,2,0,1,0,1,0
743,2,0,1,1,1,0,4,0,2,0,1,0,1,0,1,0
744,3,0,1,1,1,1,2,0,1,0,1,0,1,0,1,1
745,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
746,1,0,1,1,1,0,1,0,1,0,1,0,2,0,2,0
747,1,0,3,1,3,1,1,0,1,0,1,0,1,0,2,0
748,2,0,1,1,1,1,1,0,1,0,1,0,1,0,2,0
749,3,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1
750,1,0,4,1,1,0,1,0,1,0,1,0,3,0,4,0
751,3,1,1,0,1,0,1,1,1,0,2,1,1,0,1,0
752,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1
753,1,0,2,0,1,1,1,0,1,0,1,0,1,0,1,1
754,2,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
755,1,0,3,1,1,1,1,0,1,0,2,1,1,1,1,1
756,3,1,2,0,1,0,1,1,1,0,1,1,1,0,3,1
757,1,0,3,0,2,0,1,0,1,0,1,0,1,0,2,0
758,4,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0
759,1,0,2,1,4,1,1,0,1,0,1,0,1,0,1,0
760,1,0,5,1,2,0,1,0,1,0,1,0,1,0,1,0
761,5,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1
762,3,0,1,1,3,1,2,0,1,0,1,0,1,0,2,0
763,4,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
764,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
765,3,1,1,1,1,1,1,1,1,0,5,1,1,0,1,1
766,1,0,5,1,1,1,2,0,1,0,1,0,1,0,2,1
767,3,0,1,1,1,1,1,0,1,0,2,0,1,0,1,0
768,1,0,4,0,1,0,1,0,1,0,1,0,2,0,2,0
769,3,1,1,0,1,0,2,1,1,0,1,1,1,0,1,0
770,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
771,3,0,1,1,1,1,1,0,1,0,2,0,1,0,3,0
772,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
773,3,1,1,0,1,0,1,1,1,0,2,0,1,0,1,1
774,3,0,1,1,2,0,1,0,1,0,1,0,1,0,1,0
775,1,0,3,1,3,0,1,0,1,0,1,0,1,0,1,1
776,3,1,1,0,1,1,1,1,1,0,2,1,1,0,3,1
777,3,1,1,1,2,0,1,1,1,0,1,1,1,0,3,0
778,5,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0
779,2,1,2,1,2,1,1,1,1,0,1,1,1,0,2,1
780,2,0,1,1,2,1,1,0,1,0,2,0,1,1,1,1
781,1,0,3,1,1,1,1,0,1,0,1,0,1,0,2,0
782,1,0,2,1,4,1,1,0,1,0,1,0,1,0,1,0
783,1,0,3,1,2,0,1,0,1,0,1,0,1,0,1,1
784,2,1,1,1,2,1,1,1,1,0,2,0,1,0,1,0
785,3,0,1,0,1,1,1,1,1,0,2,0,1,0,1,0
786,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0
787,1,0,1,1,2,1,1,0,1,0,1,0,1,0,1,0
788,1,0,3,1,1,1,1,0,1,0,1,0,1,0,1,0
789,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,1
790,4,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
791,1,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0
792,4,0,1,1,1,1,1,0,1,0,2,0,1,0,2,0
793,2,0,3,1,1,0,1,0,1,0,1,0,1,0,2,0
794,5,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
795,2,1,1,1,1,1,1,0,1,0,2,1,1,1,2,1
796,2,0,1,1,1,0,1,0,1,0,1,0,1,0,2,0
797,2,0,2,1,2,1,1,0,1,0,1,0,1,0,2,0
798,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
799,1,0,2,1,1,1,1,0,1,0,1,0,1,0,1,0
800,1,0,4,1,2,1,1,0,1,0,1,0,1,0,1,0
801,2,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0
